Count,FAN,COMP.A,COMP.B,MAIN,FLW,ECRH,ORH,RERH,SURH,RUAVG,SUAVG,ECT,OT,IT,RET,SUT,DISP2,DISP1,SUCP2,SUCP1,CONT,EVAT,EXT2,EXT1,SUCT2,SUCT1,DIST2,DIST1,SUAVG.Humidity,RUAVG.Humidity
1,1678,4875.000488,3276.999512,10948,2715.368896,66.728676,62.064205,73.536293,87.914314,26.092545,15.579255,25.842445,27.605637,24.721407,24.116501,14.193049,17.954828,18.054001,5.519207,5.353046,46.102283,12.23046,32.716366,34.58218,14.662608,15.637135,77.999245,81.63665,0.009743286,0.015719518
2,1679,5281,3590,11668,2811.482422,57.020214,46.246307,64.368233,85.79406,29.653292,17.826403,29.702347,25.796236,27.222208,27.870874,16.638844,19.615488,19.639008,5.86335,5.675993,51.691498,15.031178,37.13385,39.029079,19.493591,19.291605,85.298073,88.507721,0.010989917,0.016971119
3,1682.000122,4967,3350.999878,11118,2715.608643,64.253792,57.172577,71.944473,87.513863,26.411568,15.699883,26.388968,29.749861,25.135513,24.539055,14.36319,18.488579,18.591122,5.558486,5.394226,47.435398,12.25753,33.709984,35.587936,12.217267,14.552249,78.59095,82.3489,0.009774668,0.015670633
4,1682.000122,5111,2239.999878,10151,2827.260986,57.216782,50.369984,64.355995,87.863441,27.641336,18.988516,28.13217,32.467861,26.039932,25.818182,17.595894,13.030507,18.914698,1.539086,5.664978,44.24931,13.356995,34.744072,33.078598,28.913912,18.235868,153.17601,85.793549,0.012127874,0.015053057
5,1689.000122,4384.000488,2890.99939,10082,3065.841064,76.221138,85.034828,74.600555,82.762268,25.080606,15.695849,23.68261,24.542532,23.6938,23.193466,15.229767,15.87287,16.003977,5.287719,5.185063,40.616222,11.601598,27.177612,28.49906,19.841341,18.785603,70.170235,79.266762,0.009233646,0.015000157
6,1731.000122,3949.000244,0,6442,2777.773682,79.64782,86.422401,71.383919,90.001472,23.896868,16.915806,21.692602,20.329142,23.235826,22.319311,15.590411,6.699089,13.995114,6.741324,4.988217,29.650522,10.848466,21.682108,15.458056,25.943178,19.874659,23.389616,74.486855,0.010881915,0.013336429
7,1677,5086,3438,11319,2743.376221,61.866566,53.597248,68.546082,87.379997,28.073721,16.744392,27.731253,28.989304,26.454248,26.09276,15.372009,19.001616,19.076677,5.74296,5.556058,49.258839,13.267455,34.899895,36.77113,16.572096,17.048948,82.061089,85.155983,0.010443338,0.016479722
8,1695.000122,4605,1964.999878,9383,2794.943604,64.670258,65.318062,64.280243,89.357185,25.182283,17.146366,25.049173,27.913725,24.451113,23.728983,15.82359,11.504201,16.848238,1.311903,5.348537,39.281132,12.126344,30.018827,28.889626,26.147566,17.721539,143.588425,80.263176,0.01096454,0.012961944
9,0,0,0,39.000004,33.743839,80.95961,79.701668,76.298584,77.769821,23.282104,25.411575,22.550341,22.570984,24.91713,22.139643,24.5431,6.458986,8.378497,6.494129,8.418796,21.342691,23.493729,21.817459,22.95649,24.362701,23.928934,23.329224,23.093924,0.015972904,0.013744864
10,1677,5222,3547.000977,11564.00098,2766.713135,58.55431,49.090031,63.927979,86.803398,28.940689,17.270681,28.83227,24.54837,26.869148,26.967377,16.006174,19.499567,19.526659,5.806885,5.625315,51.257183,14.666775,36.830467,38.735676,18.121344,18.277517,84.150459,87.035866,0.01073139,0.016154961
11,1690.000122,4617,1967.999878,9393,2818.281494,69.123611,67.428436,72.584953,89.425774,25.182283,17.779821,24.918959,27.226072,24.191706,23.600897,16.408484,11.526484,16.852703,1.310676,5.422078,38.780972,12.034721,29.326736,28.434303,25.835922,18.306667,140.850555,80.543701,0.011429479,0.014676084
12,1691.000122,4555.000488,3029.99939,10394,2724.584717,74.373787,78.449669,71.488373,88.442841,25.987619,15.803116,24.791763,26.519403,25.314032,24.165918,14.456978,16.664953,16.737337,5.540774,5.340896,43.01268,12.907212,29.073778,30.814125,19.04381,19.331171,77.559731,80.880699,0.009946656,0.015174173
13,1684.000122,4876,2122.999878,9801,2815.880127,60.284702,54.822464,66.862434,88.168602,26.411806,18.068607,26.573265,30.261541,25.170511,24.790564,16.731077,12.441817,18.035635,1.448018,5.504121,41.870575,12.56363,32.449245,31.204695,27.485207,17.421682,147.635239,82.809769,0.011476427,0.01453802
14,1675,5349.000488,3641.999512,11784,2790.973877,60.457058,55.100063,67.036575,87.834267,28.8608,17.627092,28.91893,24.154045,27.083488,26.753408,16.184992,20.035948,20.082727,5.901813,5.719316,52.09314,14.173266,37.0872,39.092094,17.319649,17.571611,84.52935,87.56778,0.011112891,0.016881529
15,1682,5149,2266.000977,10215.00098,2848.989258,55.462749,47.668884,63.818909,87.163872,28.086111,19.042078,28.510269,32.945091,26.082743,26.086294,17.741262,13.271744,19.208105,1.567345,5.677191,44.794769,13.636024,35.672932,33.610825,29.199249,17.813158,153.58786,86.602333,0.012070521,0.015326571
16,1707.000122,4142,0,6602,2810.919922,82.008827,95.442688,77.653442,90.756012,24.528013,17.92979,22.598427,22.352713,23.316942,22.655563,16.51037,7.564383,14.849105,7.597511,5.179745,32.169979,11.570363,23.564529,18.269186,24.941467,20.274462,24.955633,76.647034,0.011714881,0.015109686
17,1686,4357,0,7486.000488,2482.782227,93.012756,90.025299,78.027939,87.026756,25.236832,19.762644,21.606773,17.356928,23.35124,23.423048,18.260729,12.21139,15.944751,6.620157,4.920478,35.165615,14.341933,25.643677,23.799471,21.035181,19.272867,35.475422,68.455627,0.012615225,0.015857305
18,1686.000122,4684,2002.999878,9491,2823.348877,66.131393,63.351315,71.373863,89.174034,25.517609,17.810101,25.474472,28.043486,24.634516,23.905199,16.476614,11.804371,17.21995,1.357846,5.445968,39.883694,12.203391,30.158463,29.213411,26.289225,18.200472,143.1866,81.179436,0.011418885,0.01472302
19,1698.000122,4547,3009.999878,10373,3015.673828,75.729774,76.753166,78.747971,84.237846,25.218178,15.55827,24.218267,22.395088,23.810198,23.335798,14.92569,16.59697,16.741844,5.41274,5.303064,42.601131,12.115932,28.970572,30.638067,19.331171,17.917276,73.819168,80.561913,0.009316986,0.015989176
20,1695.000122,4549.000488,1934.99939,9297,2789.240967,66.413521,70.591324,67.453163,89.488274,24.846956,17.036907,24.67597,26.58597,23.815321,23.338583,15.73981,11.373025,16.695633,1.278068,5.320223,38.43243,11.793175,29.166868,28.124685,25.682123,17.721539,141.949387,79.662041,0.010903671,0.013340423
21,1680,4840,3252.000977,10890.00098,2751.174072,67.073959,62.335339,74.066101,87.747467,26.071558,15.62123,25.816355,21.102922,24.615294,24.098923,14.2634,17.614122,17.703299,5.497075,5.336535,45.91325,12.234624,32.002018,33.940685,14.285709,15.824544,77.456863,81.325157,0.009751122,0.015815511
22,0,0,0,30.000002,33.840229,92.325844,91.271919,86.2407,79.329353,22.737307,24.869455,21.508429,15.75673,24.399576,21.305113,23.89747,8.196045,8.210007,8.222508,8.240811,20.399401,21.661285,21.103224,21.473877,21.865355,22.009035,21.577995,21.496782,0.015770395,0.01506295
23,0,0,0,40.000004,33.720188,86.947792,85.234093,83.62838,78.013512,21.605471,24.4055,20.851637,20.809805,24.110487,20.492483,23.528526,6.063563,8.064496,6.092552,8.100947,19.835093,21.984047,20.565985,21.409325,21.784143,21.773729,21.236494,21.130295,0.015067805,0.013601928
24,0,0,0,30.000002,33.81551,90.601555,88.996819,83.418533,79.234619,23.143015,25.205246,21.927282,16.375837,24.65291,21.730972,24.191505,8.309429,8.315338,8.320172,8.341717,20.599302,22.081915,21.450972,21.892426,21.775816,22.57126,22.117315,21.988211,0.016077838,0.014929432
25,1679,5459.000488,3726.999512,11983,2793.286865,56.247555,44.611374,66.513527,86.21505,29.988619,18.045317,30.111963,34.951199,27.380159,28.093454,16.832541,20.383379,20.393112,5.948585,5.761528,53.005962,14.843772,38.607685,40.521702,18.454514,17.97558,86.210693,89.928566,0.011200841,0.017904341
26,0,0,0,39.000004,33.735462,80.732094,79.134193,75.937317,77.73278,23.282104,25.451166,22.604452,22.860672,24.925657,22.195051,24.587774,6.462866,8.386284,6.504408,8.426911,21.273975,23.552034,21.873686,23.01063,24.478048,24.012224,23.412519,23.160559,0.016003685,0.013678352
27,1702.000122,4404,0,6857.000488,2825.442139,71.16201,71.902588,73.57029,89.527046,24.770111,17.742563,24.01976,25.038254,23.646769,23.189049,16.42708,6.325419,15.983684,6.382972,5.295412,35.365337,11.449589,26.99346,15.726674,28.547628,18.360811,28.351334,78.357727,0.011415322,0.014510272
28,1679,4918,3310,11025,2711.434814,66.571747,62.049999,73.39698,88.124794,26.094877,15.628227,25.958124,28.074873,24.749907,24.143822,14.223538,18.157866,18.254469,5.541775,5.381914,46.891918,12.328328,33.048248,34.982868,12.782275,15.024932,78.072197,81.880745,0.009798176,0.015691205
29,1708.000122,4120,0,6579.000488,2811.719727,81.135368,95.647896,75.740242,90.410309,24.639925,17.705929,22.519976,17.741453,23.57551,22.758354,16.305696,7.507305,14.7357,7.54468,5.153617,31.925116,11.44126,23.352133,18.054708,24.728983,20.020418,24.670296,76.316002,0.011502934,0.014829906
30,1678.000122,5112,3458.999878,11367,2818.3396,58.280697,46.326824,64.734413,85.795074,28.90114,17.148695,28.773367,24.91835,26.967896,27.309471,16.019659,18.794424,18.811438,5.74645,5.560027,49.439484,14.435636,35.600079,37.483856,18.843908,18.850155,83.532936,86.487572,0.010521638,0.016325701
31,1679,5246,2308,10351,2845.85083,53.450272,43.529938,58.351608,85.996643,29.094419,19.710466,29.469841,35.920269,26.682844,27.514902,18.400194,13.441928,19.520712,1.598117,5.745811,46.100323,14.785465,37.198498,35.005123,31.032682,20.080807,157.158981,88.154327,0.012421795,0.01484703
32,1678,4942,3326.000977,11064.00098,2729.115234,63.776638,57.339508,71.681816,87.749474,26.610168,15.70984,26.479792,22.878883,25.222481,24.593819,14.324188,18.259863,18.353849,5.546912,5.382534,47.023853,12.274188,33.3862,35.266178,13.23622,14.947886,78.286247,82.041046,0.009807751,0.015800541
33,1700.000122,4181.000488,0,6628,2821.454346,81.531395,94.345589,78.192131,90.591255,24.751848,18.15365,22.9027,19.70849,23.434988,22.825562,16.701683,7.578891,14.998532,7.615345,5.213264,32.313656,11.749443,24.025633,18.287928,25.570826,20.434801,25.609276,77.101509,0.011862208,0.015427213
34,0,0,0,30.000002,33.808979,92.057922,90.955742,85.754677,79.332787,22.849226,24.869455,21.578051,15.802114,24.425871,21.38032,23.923676,8.22273,8.225167,8.244664,8.259621,20.376495,21.707098,21.144871,21.555086,21.486372,22.119398,21.675863,21.584238,0.015771095,0.015080487
35,1681.000122,5223,2290.999878,10313,2874.198486,54.927685,45.638947,60.599804,86.366753,28.870871,19.705809,29.179941,35.444855,26.619455,27.313202,18.385139,13.338407,19.403913,1.584095,5.757219,45.43671,14.566823,36.599766,34.640865,30.557121,19.562309,156.188766,87.675255,0.012472648,0.015230014
36,0,0,0,40.000004,33.75663,86.926941,85.240341,82.109474,78.257744,22.136408,24.629072,21.293892,21.271784,24.273119,21.015587,23.763573,6.154366,8.148875,6.1994,8.185122,19.97669,22.350533,20.878334,21.779978,22.375521,22.225595,21.700851,21.563417,0.01532479,0.013799341
37,1678.000122,4372.000488,0,6797.000488,2570.882568,75.6679,81.873962,75.10183,96.158272,24.971018,18.006739,23.839083,25.183287,23.647903,23.044792,15.873116,7.618635,15.93219,7.726881,5.308662,35.500923,12.209638,26.368147,19.093786,25.3806,19.683084,43.087509,78.156113,0.012487684,0.015002656
38,1710.000122,4137,0,6597,2808.87915,81.48777,95.301231,75.482384,90.46991,24.639925,17.705929,22.500998,16.187948,23.559916,22.716696,16.316137,7.518684,14.815727,7.547679,5.161067,31.625616,11.412108,23.631159,18.100519,24.735056,20.032911,24.726961,76.4039,0.011510658,0.014778217
39,1696.000122,4505,0,7938,2773.05835,69.067398,74.169853,70.06562,90.503784,24.623411,17.244179,24.338961,26.150986,23.608507,23.109934,15.868298,7.311869,16.440508,6.322786,5.323452,36.980659,11.820243,28.327049,23.360397,28.169205,18.12759,130.422607,79.401558,0.011177997,0.013680537
40,0,0,0,30.000002,33.884838,89.068611,88.33329,81.614586,79.190636,23.744577,25.429106,22.383509,22.562006,24.838625,22.250298,24.439585,8.389382,8.393072,8.414317,8.429727,21.165695,22.540026,21.832037,22.367193,23.485399,23.214697,22.679543,22.479639,0.016289768,0.015151874
41,1704.000122,4161,0,6614.000488,2814.022217,81.727654,95.318817,77.600227,90.58596,24.639925,17.985754,22.704063,22.241343,23.405022,22.743546,16.575989,7.561793,14.909093,7.596579,5.188506,31.890711,11.622422,23.833147,18.227541,25.153952,20.286955,25.115501,76.774208,0.011734559,0.015202992
42,1682.000122,4837.000488,3248.000367,10885.00098,2711.623047,67.937828,63.746105,74.36541,87.97625,25.88736,15.579255,25.711151,23.366257,24.486557,23.959253,14.2015,17.762445,17.866581,5.508371,5.349629,45.828571,12.228378,32.1376,34.060078,13.865081,15.62256,77.398888,81.348854,0.009750257,0.015704479
43,1687.000122,4910,3309.999878,11025,2779.751953,64.564217,59.251331,65.783791,87.573006,27.388227,16.415747,26.980448,27.575958,26.483414,25.643732,15.155784,18.15889,18.190947,5.679708,5.485374,47.305435,13.577721,33.272877,35.177135,18.129673,18.452433,81.08654,84.106743,0.010246636,0.015163435
44,1688.000122,4596,1956.000855,9358.000977,2830.985596,68.760139,66.664925,72.522011,89.216164,25.210228,17.800783,24.945908,27.194845,24.179184,23.647249,16.454893,11.492348,16.806448,1.302535,5.419725,38.619503,12.007651,29.17901,28.308838,25.856161,18.5149,140.218628,80.585594,0.011417549,0.014688055
45,1686.000122,5072,2212.000855,10088.00098,2852.373779,56.329411,47.830368,61.461117,86.757912,28.200216,19.151537,28.349958,34.113407,26.313349,26.760458,17.879465,13.011287,18.94639,1.535641,5.668741,43.922428,13.777622,34.940372,33.191925,29.419821,19.181244,153.923019,86.176079,0.012097146,0.014847578
46,1678.000122,5221.000488,2290.000367,10307.00098,2882.543701,54.437378,44.91975,60.423046,86.098755,28.947714,19.710466,29.24087,35.472942,26.620401,27.369871,18.419271,13.375255,19.43972,1.5892,5.749392,45.365826,14.587646,36.563339,34.584202,30.806032,19.853834,156.23848,87.862877,0.012436839,0.015253884
47,1709.000122,4110,0,6571,2808.134033,81.221725,95.225891,74.88932,90.335144,24.553656,17.687277,22.478615,18.847502,23.52976,22.690722,16.246143,7.512178,14.76806,7.548268,5.154541,31.437414,11.337143,23.383364,18.08386,24.461861,20.084972,24.623751,76.332825,0.011479431,0.014582142
48,1678.000122,5299.000488,3595.99939,11691,2806.22583,56.535954,43.314137,64.772118,85.780144,29.765074,17.700644,29.641382,29.374039,27.34199,28.004732,16.55164,19.894791,19.915632,5.887352,5.695755,51.804886,14.787548,37.543201,39.332333,18.069284,18.060955,85.123199,88.782784,0.010899811,0.017193833
49,1677,5069,3429,11293,2710.232178,63.452679,58.135181,71.063133,88.252472,26.992563,16.043301,26.81385,29.74811,25.391211,24.957106,14.570221,18.803537,18.883554,5.617988,5.453854,48.463303,12.653171,34.559917,36.472279,12.25753,14.872925,79.175682,83.046577,0.010081021,0.016026222
50,0,0,0,30.000002,33.823895,90.984123,89.793571,84.410789,79.158882,22.961149,25.093317,21.756479,16.088293,24.564463,21.557648,24.09136,8.253422,8.268479,8.287392,8.304915,20.657606,21.946564,21.332281,21.744581,21.63838,22.390099,21.915329,21.807051,0.015952595,0.014941922
51,1692.000122,4761,2051.999878,9623,2799.871338,60.956467,57.91481,62.143917,88.530876,25.964712,17.586529,26.054276,29.721869,25.082283,24.472977,16.261009,12.000663,17.501051,1.388885,5.42522,41.126236,12.524067,31.657995,30.407372,27.046072,17.409189,147.128357,81.751419,0.011173454,0.013130584
52,1681,4976,2173,9948,2781.747314,60.47591,56.377705,66.600098,88.737488,26.523588,18.343414,26.927414,30.374725,25.309158,24.877047,16.926622,12.709998,18.394827,1.480834,5.565224,42.473133,12.921791,33.424648,32.046532,27.808992,17.34672,149.032516,83.472832,0.01175683,0.014577674
53,1716.000122,3984,0,6453.000488,2761.117188,75.53849,88.643959,70.266945,90.340309,24.069189,16.489624,22.057577,20.65362,23.100805,22.50341,15.17113,6.365067,14.165852,6.398843,4.987471,30.431656,10.156437,22.250582,14.762561,23.70196,18.975094,23.370872,74.456924,0.010626666,0.013262877
54,1728.000122,3837.000244,0,6330,2957.598633,76.607262,87.083122,69.789078,87.483879,23.840979,16.498936,21.496988,19.931894,23.233742,22.30205,15.505601,6.533626,13.544713,6.566765,4.728284,28.679167,10.158572,20.855429,14.927063,22.642057,20.162018,21.963221,69.395943,0.01029131,0.012987574
55,1689.000122,4774.000488,2060.99939,9642,2814.22583,60.513882,57.040833,62.140034,88.394844,26.025255,17.670366,26.186014,29.943909,25.136103,24.51564,16.346067,12.046604,17.559988,1.393677,5.430955,41.169556,12.574043,31.896784,30.573311,27.238319,17.586187,147.396805,81.909904,0.011216226,0.013177881
56,1682.000122,5288,2338.999878,10427,2856.460205,51.623272,40.028091,60.934528,85.854195,29.210846,19.612654,29.691454,35.391346,26.648371,27.5856,18.352852,13.699473,19.815786,1.62485,5.773155,46.767864,14.581397,37.298328,35.138687,30.356781,18.67524,156.630234,88.602448,0.012324196,0.015628063
57,1690.000122,4661,3112.000855,10581.00098,2693.919189,72.85157,71.229797,77.818863,88.368439,25.087603,15.131535,24.524256,26.306437,23.734148,23.186714,13.764829,16.996229,17.102678,5.450037,5.283332,44.022858,11.995158,30.186796,32.062725,14.666774,16.280571,75.92511,80.199425,0.009512486,0.015670267
58,1686.000122,4565.000488,3036.99939,10406,2743.049072,72.601189,76.070015,72.109871,88.148415,25.61689,15.355393,24.670774,26.053629,24.956606,23.763372,14.038432,16.75506,16.815462,5.489734,5.289876,43.174152,12.334577,29.415779,31.192551,17.673643,18.106766,77.022957,80.463539,0.009628119,0.014968569
59,1696.000122,4387,2893.999878,10095,3048.264893,77.37722,87.331795,75.238808,83.362457,24.95237,15.348399,23.504463,24.216629,23.747375,23.104691,14.880874,15.905122,16.064835,5.303872,5.197884,40.720592,11.595352,27.288912,28.80868,19.670588,18.45035,71.413979,79.254005,0.009093574,0.015013565
60,1719.000122,4082,0,6562,2726.170898,84.419014,94.325172,75.016762,91.69236,24.521017,17.92979,22.254332,15.595238,23.444757,22.575071,16.422335,7.664228,14.628108,7.735295,5.130305,31.400988,12.157578,22.879442,18.818918,25.979605,20.803371,25.975557,75.511772,0.011838046,0.014578365
61,0,0,0,30.000002,33.919216,93.077248,92.778084,87.402245,79.050911,22.64171,24.832146,21.501518,15.728477,24.33367,21.231684,23.847677,8.192311,8.209842,8.218386,8.24048,20.757559,21.671698,21.071989,21.396833,21.315622,21.921577,21.525934,21.450968,0.015677798,0.015180302
62,0,0,0,30.000002,33.852875,89.287994,88.387856,81.773308,79.242607,23.744577,25.403456,22.351723,22.396011,24.81883,22.230759,24.403219,8.389462,8.393085,8.410931,8.425826,21.103224,22.531698,21.792473,22.321381,23.441671,23.152227,22.642059,22.43383,0.01627525,0.01518206
63,0,0,0,39.000004,34.356976,81.014992,75.362854,70.203079,75.34539,26.090456,24.512627,24.176825,25.917124,24.314903,25.153564,23.237869,7.395412,8.082137,7.491753,8.169255,27.606627,24.231163,21.746664,22.490049,41.695316,29.18306,31.67823,29.122347,0.014636208,0.014987923
64,0,0,0,30.000002,33.772964,90.350151,89.394691,82.882973,79.669701,23.520739,25.205246,22.055723,16.548178,24.740255,22.04052,24.199636,8.329459,8.337306,8.35062,8.369308,20.755478,22.267242,21.598816,22.081911,22.998137,22.794069,22.313055,22.161041,0.016168417,0.015181906
65,1711.000122,4100,0,6564.000488,2802.971924,81.202797,95.297241,74.812157,90.309532,24.611952,17.705929,22.505144,18.331491,23.534111,22.695677,16.263723,7.527206,14.643016,7.553626,5.132219,31.566927,11.316319,23.254263,18.113012,24.591375,20.080805,24.830168,76.153282,0.011489875,0.014618854
66,0,0,0,29.000002,33.796757,89.817596,89.36496,82.391121,79.554413,23.744577,25.261209,22.233603,19.367384,24.792467,22.221916,24.301895,8.374457,8.377869,8.395703,8.412283,21.171942,22.469229,21.740417,22.250586,23.308403,23.043947,22.554602,22.381769,0.016199693,0.015299585
67,0,0,0,30.000002,33.826237,91.57328,90.777466,85.11042,79.290703,23.021769,24.981384,21.744349,16.03459,24.525375,21.557388,24.017645,8.25355,8.255971,8.28243,8.30203,20.518095,21.907,21.348938,21.72584,21.646711,22.340118,21.884096,21.773729,0.015870843,0.015125533
68,1687.000122,5050.000488,2207.99939,10063,2836.968994,56.666149,48.971104,61.377438,87.018066,27.8416,18.85111,27.991991,33.39473,26.12137,26.34479,17.594734,12.919651,18.799091,1.525771,5.62987,44.00317,13.598544,34.661102,33.017895,29.150679,18.698145,153.191025,85.474762,0.011904311,0.014512985
69,1717.000122,4096,0,6575.000488,2758.741943,84.450623,94.390724,75.020576,91.161934,24.528013,17.953104,22.258295,15.60908,23.42837,22.600889,16.494505,7.687006,14.641187,7.752429,5.136508,31.558832,12.138839,22.981478,18.883471,26.149588,20.778381,25.530352,75.706291,0.011785882,0.014585373
70,0,0,0,39.000004,33.704636,86.260231,83.81649,82.723213,78.17144,21.726568,24.517286,20.884758,20.938318,24.200212,20.681479,23.623713,6.093718,8.087962,6.130915,8.124042,19.841341,22.102737,20.630537,21.544676,21.963224,21.886177,21.336443,21.211504,0.01520294,0.013553718
71,1677,5509,3761,12065,2800.551514,57.846405,47.672009,69.042091,86.914894,29.706656,18.069313,29.700655,29.885019,27.127007,27.692541,16.738907,20.720261,20.75337,5.976129,5.788231,53.505615,14.625129,38.735683,40.596531,16.467981,16.85321,85.766212,89.908531,0.011310782,0.018297328
72,1692.000122,4561,1934.999878,9306,2790.095947,65.774979,67.412018,65.909554,89.377815,25.035582,17.251165,24.937738,27.107374,24.262999,23.48934,15.92826,11.425906,16.763382,1.294683,5.35427,38.818382,12.072204,29.466368,28.391806,25.985674,18.225458,141.645905,80.224907,0.01104143,0.013179326
73,1681.000122,5270,2320.999878,10390,2883.816162,50.332031,36.925442,59.92329,84.992378,29.224821,19.59868,29.75794,36.141125,26.811552,27.700365,18.364964,13.617785,19.702684,1.63394,5.753651,47.029758,14.7813,36.994381,35.05167,30.670448,18.658579,156.894592,88.449432,0.012187261,0.015375016
74,0,0,0,30.000002,33.858273,91.401978,90.426308,84.899681,79.266365,23.007776,24.981384,21.74708,16.168001,24.542603,21.555214,24.030128,8.253711,8.255873,8.282452,8.301198,20.634706,21.929907,21.338526,21.736252,21.657122,22.360947,21.898668,21.796638,0.015865847,0.015074087
75,0,0,0,30.000002,33.839588,90.216286,89.351921,82.662239,79.556557,23.632658,25.205246,22.173151,16.755949,24.765556,22.139959,24.248137,8.359215,8.362338,8.37296,8.388446,20.840853,22.34845,21.677942,22.181868,23.177216,22.950241,22.456736,22.273489,0.016144859,0.015245503
76,1683.000122,5114,2245.999878,10161,2837.10083,56.611633,49.819336,64.271942,87.656372,27.52957,18.923307,28.123102,32.325016,26.007584,25.782974,17.536432,13.034119,18.907379,1.531576,5.647031,44.491516,13.240384,34.802761,33.094791,28.948311,18.104685,152.999268,85.67878,0.012048604,0.014932627
77,0,0,0,39.000004,33.739086,84.670746,83.055702,80.020393,78.046272,22.72323,24.96443,21.849585,21.841375,24.580612,21.558153,24.082067,6.307631,8.242169,6.337885,8.29379,20.522257,22.854456,21.288553,22.269323,23.200121,22.923172,22.365112,22.196442,0.015599323,0.013939949
78,1685.000122,4683,3126.999878,10613,2709.104736,71.7854,70.777763,77.056084,88.155754,25.311441,15.273781,24.833979,27.055895,23.813225,23.367279,13.932794,17.17639,17.294594,5.465799,5.298997,44.261127,12.043052,30.524742,32.408772,15.162366,16.415922,76.353401,80.441689,0.009577794,0.015726256
79,1692.000122,4628.000488,1977.99939,9416,2812.070068,62.482319,62.810242,62.615681,88.699806,25.627054,17.251165,25.474295,28.619171,24.683744,24.12219,15.9323,11.588398,16.950188,1.328158,5.354393,39.444576,12.176318,30.312262,29.174963,26.534082,17.686136,144.613907,80.643883,0.010956196,0.01296469
80,1698.000122,4589,3053.999878,10459,2736.443115,75.584755,77.19313,78.331253,88.558052,25.29512,15.355393,24.32976,22.553183,23.813507,23.356789,13.987599,16.640926,16.787182,5.465236,5.301439,43.124924,12.330411,29.288284,31.095419,16.813646,17.344637,75.859642,80.104683,0.009673558,0.015977273
81,1678.000122,5426.000488,3700.99939,11923,2798.553955,56.059509,44.460606,64.91153,86.079552,29.876841,17.989424,30.027227,29.479828,27.451727,28.041571,16.772112,20.286165,20.29257,5.923107,5.737,53.000195,15.022851,38.503315,40.403549,17.723619,17.784004,85.848183,89.480461,0.011142959,0.017346088
82,0,0,0,40.000004,33.724239,81.57592,79.90699,77.022591,77.803558,23.170332,25.404589,22.475672,22.478989,24.874266,22.047335,24.481604,6.443793,8.363423,6.477812,8.403889,21.03451,23.429178,21.765404,22.856537,24.188667,23.770676,23.191793,22.971064,0.015973205,0.01378268
83,1688.000122,4582,3057.000855,10445.00098,2732.679688,72.582893,76.121437,72.092918,88.205849,25.642534,15.402032,24.693354,26.052446,24.976046,23.791754,14.086553,16.776018,16.827536,5.492754,5.296445,43.412426,12.399127,29.547316,31.360518,17.411272,18.013062,77.114609,80.596519,0.00966384,0.014988309
84,1678,5180,3503,11479,2736.952393,59.70311,52.370621,66.896347,87.19413,28.333254,16.934074,28.218843,23.075994,26.691931,26.290274,15.530299,19.117233,19.188532,5.742007,5.561282,50.077866,13.419463,35.468544,37.509457,15.932824,16.717859,82.434517,85.531227,0.010549162,0.016323945
85,1690.000122,4392,0,6823.000488,2839.19751,81.903969,86.980377,79.532784,90.559441,24.975683,18.678322,23.455885,21.811106,23.467424,23.092699,17.233263,7.695507,16.013014,7.758305,5.371191,34.671223,12.267943,26.341841,18.802259,27.226181,20.605551,27.964813,78.878761,0.01226252,0.015914987
86,1690.000122,5063.000488,2204.99939,10076,2879.595947,56.151199,47.497227,61.42635,86.537361,28.221176,19.151537,28.386312,34.159428,26.321487,26.776735,17.892611,12.813656,18.705006,1.511682,5.641885,43.556171,13.717235,34.596348,32.862072,29.496721,19.308266,153.766266,86.024879,0.012065797,0.014857527
87,1680,4798,2072.000977,9668.000977,2823.989014,61.816147,56.824093,67.680214,88.358803,26.076479,17.912569,26.220098,29.787443,25.064466,24.480886,16.555183,12.206654,17.731768,1.414198,5.465463,41.027771,12.328328,31.526459,30.415464,26.940842,17.502893,145.964493,81.970009,0.011387194,0.014424597
88,1711.000122,4126,0,6593.000488,2818.30542,82.602989,95.360992,75.336723,90.435265,24.621277,17.918131,22.455729,16.189613,23.569077,22.697088,16.461428,7.588427,14.775246,7.615395,5.171381,32.056656,11.526635,23.454165,18.360809,24.943491,20.245308,24.990034,76.557266,0.011663975,0.014732194
89,1672,5182.000488,3511.000489,11483.00098,2759.705322,61.277836,54.241684,69.45356,87.379845,28.109415,16.922419,27.925081,23.915354,26.153482,26.040766,15.503222,19.077515,19.155203,5.729573,5.558643,49.29034,13.390311,35.379505,37.367359,16.44091,16.948997,82.268761,85.28714,0.010564065,0.016739465
90,0,0,0,39.000004,33.692699,86.381378,84.260521,82.739723,78.076843,21.717253,24.517286,20.884926,20.919443,24.18725,20.622492,23.617094,6.093637,8.087905,6.12186,8.11766,19.893396,22.079834,20.615961,21.515526,21.93199,21.836199,21.326033,21.186518,0.015184093,0.013548595
91,1682.000122,4746,3177.999878,10724,2695.643799,71.108574,68.828957,76.883087,88.048096,25.311441,15.243468,24.857214,27.241653,23.826727,23.40975,13.919143,17.397066,17.509895,5.465804,5.301522,44.692368,11.959759,31.243141,33.096817,14.427306,15.789145,76.645164,80.667572,0.009547009,0.015690059
