Count,FAN,COMP.A,COMP.B,MAIN,FLW,ECRH,ORH,RERH,SURH,RUAVG,SUAVG,ECT,OT,IT,RET,SUT,DISP2,DISP1,SUCP2,SUCP1,CONT,EVAT,EXT2,EXT1,SUCT2,SUCT1,DIST2,DIST1,SUAVG.Humidity,RUAVG.Humidity
1325,1694.000122,4496.000488,1899.99939,9208,2775.868164,68.686142,73.48719,69.61422,89.680168,24.672308,17.139378,24.39715,26.278503,23.669806,23.148766,15.81527,11.124035,16.429148,1.246369,5.312949,37.859402,11.722373,28.369547,27.428543,25.43524,18.13592,140.790543,79.319572,0.010999916,0.013631142
1326,1677,5274,3575,11644,2823.898193,56.317657,43.294277,64.965874,85.485008,29.779045,17.733248,29.706976,29.540014,27.367126,28.007635,16.607107,19.522192,19.542526,5.856271,5.663872,51.193775,14.781301,36.99641,38.840046,18.718969,18.452431,84.860878,88.498619,0.010884402,0.017260946
1327,0,0,0,39.000004,33.756916,84.328323,82.713295,79.6745,78.015404,22.72323,24.96443,21.873728,21.883524,24.611252,21.608358,24.115046,6.322807,8.256145,6.354312,8.305157,20.572233,22.889856,21.31354,22.319298,23.270922,23.004381,22.440073,22.23184,0.015592999,0.013878348
1328,0,0,0,39.000004,34.613468,80.372993,76.162209,70.208336,77.815498,25.852934,23.522852,23.858221,25.803205,24.126383,24.833597,21.929087,7.349767,7.884169,7.43839,7.982766,27.956717,23.597845,20.836687,21.515524,43.802311,28.867365,32.617203,29.624214,0.014234296,0.014774806
1329,0,0,0,39.000004,33.73127,86.886757,84.872269,82.719231,78.130394,21.829025,24.517286,21.011389,21.037184,24.205345,20.762146,23.656393,6.108693,8.10305,6.14529,8.146626,19.764292,22.186029,20.72216,21.598818,22.034021,21.954893,21.403078,21.294798,0.015194762,0.013640058
1330,1684.000122,4934.000488,3324.99939,11061,2778.13208,64.173767,58.253674,65.702873,87.542427,27.562576,16.498125,27.157656,23.108818,26.489244,25.770533,15.250348,18.290205,18.314903,5.699271,5.499246,47.636261,13.698495,33.505596,35.440212,18.187975,18.537807,81.339745,84.374519,0.010297771,0.015303493
1331,1692.000122,4630,3086.999878,10527,2693.959229,73.025673,70.959267,77.802895,88.170616,25.087603,15.131535,24.423315,25.021341,23.708826,23.202116,13.768661,16.87105,16.976732,5.442712,5.271088,43.676285,11.953511,29.891336,31.763224,14.704255,16.422169,75.779228,80.091942,0.009490866,0.015666971
1332,1685.000122,4879,2125.999878,9808,2803.315186,60.081848,53.948666,66.937271,88.258812,26.411806,18.033674,26.668783,30.321188,25.200119,24.786766,16.709791,12.497589,18.093973,1.452368,5.510596,41.38813,12.603195,32.540306,31.269455,27.464972,17.386284,147.962051,82.696815,0.011462705,0.014554673
1333,0,0,0,30.000002,34.49577,90.661163,89.804588,82.066307,85.282272,25.871035,24.309805,23.747099,24.051935,24.676634,24.322729,23.154261,8.275323,8.307895,8.340356,8.377087,24.797785,24.099449,21.99029,23.037699,27.161423,26.1334,26.376244,26.647409,0.016412086,0.017358924
1334,0,0,0,40.000004,33.743912,80.39917,78.471138,75.62468,77.786674,23.393877,25.523363,22.632406,23.032469,24.945076,22.278566,24.617323,6.489183,8.393806,6.514039,8.436765,21.365595,23.574938,21.919495,23.05644,24.54483,24.083025,23.481234,23.245934,0.016085697,0.0137151
1335,1678.000122,5253,3564.999878,11614,2789.793945,56.91177,45.139881,64.331383,85.858101,29.571793,17.668039,29.535978,26.01062,27.17695,27.792953,16.469849,19.365665,19.385992,5.834361,5.648273,51.028503,14.81462,36.911304,38.704174,19.227055,18.885553,84.735199,88.035927,0.010887083,0.016879545
1336,1685.000122,5136,2260.999878,10200,2834.44458,56.891941,49.663303,64.290749,87.621315,27.534224,18.927963,28.078596,32.375271,26.029739,25.773048,17.550631,13.073087,18.966002,1.537322,5.646139,44.475765,13.271618,34.926201,33.191929,28.915932,17.825653,153.267715,85.704285,0.012047264,0.014941267
1337,1678,4933,3321,11050,2746.82251,65.323204,61.077938,72.74646,87.656502,26.206789,15.702847,26.224894,27.991409,24.897749,24.285364,14.341813,18.039892,18.138544,5.524457,5.36277,47.004162,12.299175,32.922779,34.956554,13.484016,14.931229,78.032822,81.740486,0.009792739,0.015654471
1338,0,0,0,29.000002,34.449665,90.563202,89.7388,81.749306,84.577263,25.871035,24.197874,23.712099,24.031992,24.624613,24.287874,23.002886,8.238645,8.255626,8.301265,8.340197,24.840281,24.049706,21.86952,22.921089,27.20392,26.123283,26.430883,26.708124,0.016161154,0.017290007
1339,1694.000122,4459,0,6903.000488,2781.169922,69.78199,74.428932,70.552605,90.572662,24.735182,17.619131,24.369463,26.13851,23.671951,23.190252,16.235861,6.726637,16.325464,6.872663,5.315701,36.447994,11.891041,27.817091,18.681486,34.211853,18.735626,87.180122,79.122849,0.011459878,0.013872161
1340,1689.000122,4737.000488,2042.99939,9587,2790.81958,63.497234,59.008373,69.418877,88.69175,25.75746,17.705301,25.780809,28.691544,24.795973,24.16469,16.400644,11.991273,17.433636,1.379682,5.448156,40.212543,12.172154,30.973993,29.889313,26.513849,17.507059,144.702271,81.348846,0.011279861,0.014520427
1341,1682,5100,3443.000977,11343.00098,2786.145752,59.906322,50.024063,64.897606,86.374298,28.870871,17.269798,28.616264,27.749712,26.758127,27.091005,16.078833,18.917082,18.940226,5.789854,5.592594,49.284435,14.35859,35.482708,37.325176,19.454027,19.36657,83.848076,86.511261,0.010676823,0.016338518
1342,0,0,0,31.000002,33.870846,91.98011,90.697502,85.670624,79.36689,22.865549,24.925417,21.631552,15.886314,24.435217,21.429899,23.949854,8.238292,8.240382,8.259606,8.278489,20.474363,21.773733,21.242739,21.623804,21.577993,22.192276,21.7425,21.64463,0.015832178,0.015080624
1343,1678.000122,5387.000488,2392.99939,10576,2848.108643,55.208019,49.385014,64.652016,87.919128,28.414452,19.603338,29.276428,33.60461,26.307236,26.524549,18.180647,13.671016,19.810965,1.628236,5.779336,47.738651,14.346096,37.398972,35.274273,29.551363,17.867298,155.71048,88.53141,0.012619174,0.015838893
1344,1679.000122,4937,2152.999878,9887,2798.245117,60.680023,56.098312,66.530525,88.557129,26.521261,18.257246,26.854918,30.332199,25.295151,24.848948,16.871233,12.678078,18.368738,1.471402,5.549676,42.293938,12.80518,33.202045,31.838097,27.806967,17.596598,148.909134,83.288841,0.011667998,0.014560044
1345,1681.000122,5225.000488,2301.99939,10326,2835.962158,55.634674,48.328678,64.402336,87.589783,28.237474,19.279627,28.729973,33.364338,26.22434,26.279554,17.916412,13.345138,19.348373,1.576383,5.71299,45.359913,13.917141,36.18087,34.100552,29.346977,18.175482,154.278183,87.39109,0.012315285,0.015610567
1346,1709.000122,2338,0,4522,2766.087158,76.096977,88.980995,70.076881,95.863441,23.966728,18.904675,21.710669,19.801538,23.087524,22.347374,17.006598,6.483919,14.135625,6.522546,5.063343,28.37764,13.970951,21.290632,17.298826,23.096003,17.4196,22.650389,55.518955,0.013184946,0.01314335
1347,0,0,0,40.000004,33.746113,85.584068,84.19281,80.935112,78.197739,22.499678,24.829355,21.586737,21.590843,24.439575,21.34326,23.932808,6.2467,8.210358,6.277712,8.248474,20.251556,22.658716,21.167778,22.069418,22.802399,22.621237,22.048599,21.894506,0.015501726,0.013908479
1348,1706.000122,4192,0,6646.000488,2839.624023,81.540581,94.737274,77.702751,90.57653,24.751848,18.062706,22.847702,22.52075,23.538231,22.830091,16.665979,7.574905,15.049043,7.61083,5.215063,32.202358,11.736951,24.159454,18.2796,25.449404,20.364,25.481783,77.114601,0.011791338,0.01532828
1349,0,0,0,40.000004,33.765575,86.169495,83.900566,83.067726,78.007118,21.605471,24.480021,20.797245,20.847603,24.165167,20.520813,23.574463,6.078426,8.072947,6.107426,8.103499,19.947536,22.034021,20.557657,21.459299,21.857025,21.800802,21.259399,21.140707,0.015135575,0.013508759
1350,1689.000122,4581,3051.999878,10440,2733.308838,72.511574,75.694458,71.993553,88.286591,25.570257,15.355393,24.635103,26.069162,24.926809,23.743063,13.989568,16.754379,16.811445,5.4834,5.287759,43.337597,12.322083,29.484579,31.287664,17.461248,17.977663,77.067848,80.392509,0.009643445,0.014901537
1351,1694.000122,4546,1929.999878,9288,2803.512695,66.51342,70.561623,67.401375,89.481895,24.863256,17.050882,24.68191,26.582123,23.815378,23.339125,15.746906,11.336425,16.657724,1.276163,5.323092,38.332005,11.770267,29.083899,28.072067,25.740808,17.659067,142.196152,79.545464,0.010912714,0.013343219
1352,1674,5180.000488,3510.999512,11483,2772.582275,60.562832,54.467068,65.573158,87.317741,28.704124,17.156219,28.527582,24.218491,27.01841,26.751993,15.81499,19.22859,19.269365,5.801879,5.613821,49.512859,13.633945,35.383549,37.322216,16.930254,17.571611,82.871704,86.033997,0.010716783,0.016350112
1353,1712.000122,4125,0,6590.000488,2842.639404,81.712517,95.41156,74.887794,90.194099,24.639925,17.817858,22.510139,20.942583,23.623774,22.719858,16.380785,7.556311,14.786344,7.580236,5.161361,32.028324,11.466249,23.514551,18.217129,24.86659,20.130781,24.988012,76.437561,0.011557686,0.014659063
1354,0,0,0,40.000004,33.775238,85.506737,84.088341,80.893715,78.19236,22.499678,24.850313,21.593142,21.60351,24.438904,21.351015,23.940119,6.246523,8.210034,6.279895,8.248479,20.259886,22.658716,21.165693,22.079834,22.812811,22.625402,22.067337,21.900751,0.015520527,0.013901206
1355,1693.000122,4419.000488,2922.000367,10152.00098,2924.072998,75.806366,82.744102,74.440109,85.818932,24.998999,14.968303,23.736313,24.998297,23.771614,23.173922,14.138621,16.039034,16.202627,5.351135,5.197253,41.260136,11.680725,27.6127,29.322687,18.698145,17.969334,73.88089,79.060913,0.009136004,0.014892736
1356,1683.000122,5341.000488,2371.000367,10513.00098,2865.47583,49.350048,36.116291,58.554264,84.726006,29.224823,19.58238,29.806192,36.182674,26.738008,27.629492,18.281385,13.754121,19.867327,1.646536,5.746142,47.041569,14.777138,37.918484,35.739712,31.026611,18.292093,157.935791,88.558716,0.012135777,0.015015275
1357,1679,4371.000488,0,6795.000488,2697.05542,75.783783,82.183784,74.938972,92.980202,25.019987,18.15365,23.844803,25.124521,23.683855,23.119791,16.425446,7.598992,15.891131,7.695326,5.30899,35.217609,12.205472,26.406595,18.756451,25.789381,19.69141,34.400051,78.339516,0.012181149,0.015014179
1358,1683.000122,5333.000488,2361.99939,10496,2831.218506,52.527767,41.6077,60.858139,86.335266,29.206186,19.710466,29.665115,35.408886,26.663492,27.597389,18.40715,13.676635,19.823553,1.633449,5.779802,47.39011,14.677185,37.428989,35.32082,30.48427,18.94594,157.305847,89.028694,0.012471688,0.015603672
1359,1711.000122,4121,0,6587.000488,2819.595459,81.177559,95.243744,74.558266,90.194115,24.579306,17.705929,22.499594,17.056173,23.498301,22.695082,16.282238,7.509738,14.767787,7.546667,5.1483,32.105221,11.335063,23.520798,18.054708,24.554949,20.014172,24.805883,76.37397,0.01147492,0.014538993
1360,1728.000122,3890.000244,0,6378,2795.048584,76.202324,88.781555,69.86042,89.955452,23.840979,16.245089,21.565771,19.766201,23.063913,22.283083,14.911738,6.395223,13.74318,6.43671,4.87631,29.247816,9.895857,21.184435,14.550164,22.819059,19.470686,22.313051,72.74749,0.010414271,0.013001128
1361,0,0,0,39.000004,33.755489,80.034126,77.951759,74.65004,77.833702,23.710577,25.635153,22.940035,23.390165,25.031305,22.617126,24.749002,6.534958,8.424491,6.557164,8.475473,21.376007,23.806074,22.05068,23.223024,24.905039,24.407221,23.822737,23.58535,0.016205661,0.013801229
1362,0,0,0,30.000002,33.845844,93.271858,93.012215,87.541237,79.150017,22.737307,24.808828,21.538618,15.745861,24.337481,21.294222,23.841341,8.201443,8.209819,8.225864,8.248215,20.670103,21.663368,21.084482,21.442642,21.51136,21.936155,21.532183,21.448891,0.015675554,0.01529569
1363,0,0,0,39.000004,33.704845,86.728951,85.062279,81.742744,78.380226,22.276125,24.643044,21.339287,21.40065,24.337458,21.117662,23.785347,6.185389,8.164147,6.22083,8.203343,19.912138,22.415087,20.955379,21.861191,22.42758,22.273489,21.715429,21.571747,0.015362515,0.013856381
1364,1713.000122,4119,0,6586.000488,2834.487061,81.686287,95.341164,74.965805,90.274467,24.639925,17.817858,22.520767,21.364914,23.586115,22.712378,16.38282,7.542609,14.727717,7.570971,5.146399,31.945351,11.428764,23.429178,18.20047,24.915159,20.13703,25.008249,76.407646,0.011568176,0.014674693
1365,1702.000122,4186,0,6636.000488,2844.944092,81.605339,94.28968,77.903313,90.578514,24.751848,18.048714,22.839064,20.482758,23.562851,22.832006,16.661949,7.588963,15.165404,7.620134,5.232065,32.8904,11.755691,24.204329,18.321245,25.346199,20.430635,25.51214,77.251137,0.011781031,0.015368822
1366,0,0,0,29.000002,33.799953,87.418854,87.078491,79.172256,79.067017,24.192255,25.652964,22.835463,23.015739,25.009836,22.685446,24.707733,8.481494,8.48442,8.505137,8.516179,21.77165,22.966902,22.208937,22.812811,24.261515,23.858133,23.318815,23.066851,0.016487127,0.015098062
1367,0,0,0,30.000002,35.009174,89.084938,89.589973,79.961525,80.813965,25.724144,22.686819,23.508753,23.930229,24.040277,24.076307,20.723551,7.920259,7.933746,7.993402,8.028568,25.36846,23.025208,20.688843,21.263563,27.784708,25.70034,27.104759,28.195511,0.014049539,0.016751136
1368,0,0,0,30.000002,33.867435,93.362251,93.115578,87.203728,79.285881,22.737307,24.759857,21.556511,15.745831,24.34556,21.305586,23.810358,8.182675,8.199708,8.214546,8.233733,20.705503,21.625887,21.094896,21.423904,21.584238,21.93615,21.528017,21.465548,0.015656117,0.015235274
1369,1701.000122,4151,0,6599,2836.094727,81.666542,94.94326,77.533607,90.630745,24.721537,18.041718,22.732889,22.469543,23.404486,22.803564,16.602386,7.5737,14.936656,7.60894,5.193888,31.912973,11.67448,23.858137,18.2796,25.157999,20.366083,25.16407,76.832191,0.011782669,0.015265736
1370,0,0,0,30.000002,33.836678,89.325531,88.430702,81.955215,79.263977,23.744577,25.359148,22.346457,22.36968,24.80735,22.233879,24.396246,8.389316,8.393117,8.410625,8.425906,21.184435,22.523367,21.782059,22.310968,23.416685,23.139734,22.623316,22.442156,0.016235798,0.01521666
1371,1693.000122,4482,1941.999878,9235,2802.168701,70.354393,70.119293,73.133507,89.225433,24.958735,17.474737,24.385473,25.60733,23.776609,23.364435,16.168631,11.434944,16.444738,0.736149,5.354816,37.342789,11.64741,28.001242,27.414377,24.283777,18.621099,119.885628,79.286781,0.011182038,0.01458928
1372,1718.000122,2086,0,4250.000488,2993.369873,76.517853,86.402519,69.843895,87.89756,23.845636,19.731428,21.598648,20.045202,23.196783,22.293344,18.338238,6.683811,13.753955,6.723629,4.824167,26.621103,14.531425,20.822111,18.021391,23.462494,16.320135,22.433825,45.278576,0.012718863,0.013001707
1373,1712.000122,4056.000244,0,6522.000488,2764.513672,75.645943,87.992737,71.272766,90.43705,24.176302,16.80402,22.383789,21.205482,23.070448,22.586288,15.444919,6.351526,14.459183,6.391456,5.050213,31.530504,10.521675,22.985641,15.016603,24.482096,18.854319,24.283777,75.119011,0.010856822,0.01354554
1374,1686.000122,5322.000488,2356.000367,10482.00098,2863.735596,51.554386,39.622887,61.441803,85.765045,29.317965,19.798964,29.818815,35.910976,26.7005,27.665758,18.512135,13.823765,19.994471,1.651158,5.798307,47.086857,14.791713,37.717407,35.535324,30.60569,18.866812,157.274857,89.136177,0.012457285,0.015861765
1375,1706.000122,4102,0,6557,2829.637695,81.357658,95.356995,75.836571,90.427155,24.528013,17.67095,22.428932,16.757589,23.493177,22.623507,16.250406,7.497351,14.682117,7.531837,5.133018,31.544668,11.295498,23.279249,18.010981,24.565065,20.016253,24.641966,76.233704,0.011479292,0.014747779
1376,1685.000122,4947,2156.999878,9907,2835.638672,59.759167,53.987537,66.428467,88.045235,26.747133,18.369032,27.036781,30.964083,25.605017,25.107386,17.041235,12.706481,18.41437,1.485284,5.56757,42.998898,12.884308,33.301205,31.894762,28.017431,17.59868,149.994614,83.654984,0.011682511,0.014736511
1377,1717.000122,3977,0,6448.000488,2764.951416,75.475975,88.556145,70.19796,90.274017,24.064531,16.46866,22.037287,20.618486,23.095911,22.500298,15.154149,6.365126,14.127402,6.397234,4.97356,30.296068,10.11799,22.154799,14.750066,23.666563,18.958433,23.354212,74.357811,0.010604328,0.013245794
1378,0,0,0,30.000002,35.979519,86.762207,89.457512,79.627579,87.242577,25.446676,20.560144,23.477182,23.909803,23.784025,23.645792,18.317289,7.830772,7.833677,7.902018,7.935919,27.238319,21.386419,19.993349,20.239061,27.705786,24.850401,28.025522,34.873592,0.013300663,0.016399585
1379,1690.000122,4707.000488,2026.000367,9541.000977,2792.275391,62.309803,61.041264,62.572094,88.788643,25.741159,17.367609,25.68421,29.087517,24.869234,24.233313,16.082582,11.954173,17.405333,1.376814,5.403172,40.379921,12.405374,31.287661,30.063349,26.746572,17.323816,146.307983,81.190369,0.011049896,0.013045327
1380,1725.000122,3894.000244,0,6386.000488,2986.037842,79.127548,86.925789,71.058754,88.191467,23.976044,17.656389,21.682661,20.211937,23.202017,22.385805,16.595766,6.757265,13.831116,6.788471,4.827235,29.183058,11.229393,21.199013,16.057764,25.309774,20.041243,23.15431,68.466415,0.011179915,0.01333908
1381,1686,4745,3178.000977,10727.00098,2722.220947,70.217949,69.151245,68.484612,88.453484,26.528917,16.124216,25.844374,28.325647,25.830019,24.688547,14.745964,17.434113,17.477385,5.611286,5.419761,45.259487,13.269536,31.247192,33.135265,18.202555,18.698143,78.940689,82.243248,0.010157567,0.015004939
1382,0,0,0,30.000002,35.596951,87.519386,89.528503,79.691101,85.479576,25.546938,21.138453,23.471563,23.911333,23.830992,23.801422,18.916086,7.842323,7.848358,7.911705,7.944499,26.552299,22.031937,20.126619,20.5056,27.871727,25.149904,27.774588,32.076893,0.013508588,0.01651368
1383,1677,5332,3627,11754,2750.736328,58.232418,49.088253,63.889385,86.989594,28.982637,17.353636,28.959318,24.808365,26.855104,27.027176,16.066191,20.001348,20.015188,5.848356,5.670439,52.348728,14.675103,37.925922,39.834465,15.959896,16.932341,84.383636,87.516777,0.010812381,0.016185225
1384,1673,5122,3460,11373,2776.131836,61.019882,52.950794,69.253334,86.974678,28.109415,16.829142,27.930147,24.030069,26.198351,26.089087,15.495853,18.916279,18.981653,5.728304,5.545572,48.776394,13.279948,34.883705,36.870888,16.186867,16.834471,82.021011,85.064903,0.010451137,0.016689912
1385,0,0,0,40.000004,34.294044,80.830315,75.057487,70.295296,74.407265,26.188261,24.852644,24.336479,25.978045,24.399225,25.274826,23.757835,7.425157,8.181828,7.510896,8.276923,27.594488,24.520546,22.175619,22.904428,40.659542,29.357094,31.42527,29.053541,0.0147535,0.015097239
1386,1681,5049,2214,10062,2821.943359,59.479935,53.802998,66.066437,88.299622,26.879869,18.613562,27.371229,31.397598,25.800261,25.267649,17.25238,12.907214,18.7174,1.510445,5.612473,43.67038,13.148763,34.343388,32.748749,28.444422,17.75902,151.355209,84.54393,0.011901357,0.014771907
1387,1691.000122,4396,2908.999878,10114,2825.884766,76.434464,85.464653,74.599113,87.460747,24.730864,14.674488,23.454477,24.480005,23.704859,22.999258,13.536233,15.84551,16.016298,5.319636,5.15361,41.033684,11.457919,27.402237,29.160795,17.582022,17.330061,74.150215,78.364967,0.009135984,0.014682701
1388,1715.000122,4027,0,6498.000488,2745.956787,76.037086,88.376671,71.188095,90.462807,24.064531,16.629354,22.125528,20.962587,23.018227,22.495623,15.280675,6.350173,14.38707,6.385656,5.023977,31.071131,10.335851,22.708694,14.8521,24.053812,18.76478,23.793581,74.759918,0.010738005,0.013436661
1389,1696.000122,4291,0,6730.000488,2837.675781,81.376755,92.553871,78.993065,90.650177,24.875427,18.489439,23.269739,23.45368,23.6343,23.014883,17.041075,7.62113,15.559025,7.664675,5.312532,33.65332,12.132591,25.315844,18.504492,26.212326,20.540998,26.325653,78.287979,0.012127849,0.015707595
1390,1692.000122,4465,2965.999878,10241,2711.460693,74.591019,79.496147,73.274261,88.5849,24.807806,14.683812,23.728407,25.417963,23.910563,22.964838,13.342511,16.181021,16.245092,5.351643,5.169238,41.76424,11.587024,28.221819,29.980379,16.138975,16.957327,74.832855,78.532654,0.009260815,0.014483862
1391,1713.000122,4124,0,6595,2824.836914,83.38327,95.182091,75.197197,90.300316,24.639925,18.05571,22.490561,15.977637,23.643671,22.758041,16.643682,7.673432,14.690753,7.710287,5.16503,31.633707,11.872302,23.268837,18.75853,25.348223,20.595137,25.435242,76.478706,0.011749431,0.014721061
1392,1686.000122,4632,1971.999878,9408,2793.365479,68.548592,66.830864,72.724686,89.344749,25.294058,17.810101,24.986572,27.41185,24.407166,23.657347,16.44413,11.601741,16.969408,1.326252,5.429283,38.771122,12.132591,29.575645,28.691307,25.892588,18.281681,141.132339,80.716743,0.011441148,0.014805515
1393,0,0,0,40.000004,34.309597,81.054787,75.075241,70.816856,74.104218,26.286066,24.96443,24.491678,26.032892,24.418119,25.298372,23.897833,7.42494,8.221269,7.518131,8.315235,27.349623,24.627802,22.329712,23.04603,40.291309,29.383398,31.281593,28.988787,0.014792674,0.01530232
1394,1676,5357.000488,3643.999512,11795,2828.363037,55.593338,42.935238,65.041138,85.484901,29.993277,17.921886,30.03277,35.27256,27.502823,28.201136,16.777117,19.987692,20.008165,5.893156,5.708689,52.28339,14.864594,37.867283,39.710407,18.864731,18.442022,85.605904,89.325615,0.011016841,0.017501662
1395,1680,5245,3561,11604,2795.030518,57.698689,46.360825,64.767281,85.833099,29.427416,17.57954,29.260641,25.36418,27.125219,27.613642,16.387712,19.473959,19.496853,5.826937,5.643382,51.20723,14.854182,36.998432,38.87746,18.975094,18.737707,84.848137,87.882927,0.010822182,0.016852339
1396,1693.000122,4522.000488,1913.99939,9247,2798.485352,68.45681,73.175278,69.489578,89.764488,24.70957,17.139378,24.450495,26.326021,23.673071,23.157785,15.815612,11.259418,16.590464,1.263372,5.327286,38.140995,11.789009,28.665001,27.726023,25.499998,17.979746,141.494186,79.450745,0.011010442,0.013637208
1397,1686.000122,4804,3224.999878,10833,2710.80835,69.026665,65.725304,74.983528,87.977592,25.656525,15.355393,25.268423,21.953072,24.112839,23.725901,14.000745,17.602068,17.717512,5.471764,5.310601,45.226013,12.051379,31.836075,33.712006,14.452294,15.597572,77.110863,80.991814,0.009609172,0.01561764
1398,1677,5090,3443,11328,2692.234619,62.948029,58.033497,70.897644,88.213295,27.104477,16.150564,27.01931,29.774622,25.440207,25.018793,14.674563,18.878244,18.968876,5.624502,5.467915,48.707478,12.767697,34.642887,36.607864,12.865566,14.937477,79.343269,83.175903,0.010146868,0.016096084
1399,1676,5331,2357,10482,2845.790283,54.818241,45.136948,66.227982,87.129028,28.929083,19.808279,29.376917,35.03627,26.463388,27.239279,18.440451,13.709476,19.885479,1.63024,5.804198,46.706818,14.60014,37.561626,35.31879,30.152391,18.735624,156.757492,89.012306,0.012666904,0.016740284
1400,0,0,0,40.000004,33.742352,85.135544,83.298866,80.542404,78.139214,22.499678,24.852644,21.651339,21.681761,24.462263,21.409103,23.986664,6.261936,8.211551,6.291273,8.259493,20.328602,22.706612,21.205256,22.125647,22.927338,22.694117,22.140221,21.992376,0.015511928,0.013839491
1401,1689.000122,4659,3110.000855,10576.00098,2746.700928,72.12339,74.407799,69.903755,88.19912,26.309387,16.024645,25.333315,27.35775,25.559174,24.431406,14.66761,16.994703,17.045424,5.56815,5.371035,44.166607,13.055058,30.075493,31.945353,18.519066,18.993834,78.094147,81.561974,0.010062632,0.01512154
1402,0,0,0,39.000004,33.696964,84.959862,83.20578,80.500183,78.234306,22.641726,24.927168,21.792915,21.834885,24.53277,21.503759,24.023382,6.291932,8.240768,6.315331,8.282111,20.453539,22.789904,21.230246,22.181868,23.085592,22.831551,22.288065,22.125647,0.015602253,0.013954646
1403,1680,4282,0,6711.000488,2822.44751,77.401115,86.968689,75.452599,90.893349,24.975683,18.15365,23.487463,24.241745,23.736696,23.100843,16.693624,7.662504,15.556686,7.733293,5.266641,34.090431,12.030556,25.449404,18.866814,25.852114,20.399401,28.966524,78.169205,0.011902522,0.015078722
1404,0,0,0,30.000002,33.951817,87.298645,86.83654,78.979027,79.088707,24.192255,25.676285,22.87307,23.057587,25.024038,22.704615,24.725426,8.481229,8.484559,8.508925,8.519944,21.7071,23.035616,22.22143,22.837799,24.295921,23.883123,23.339636,23.102255,0.016515214,0.015060321
1405,1700.000122,4260,0,6705,2830.932861,81.724281,92.85083,79.062752,90.849297,24.863768,18.452129,23.171988,23.34584,23.569422,22.970152,16.989649,7.627264,15.314433,7.667561,5.272612,32.995632,12.040969,24.777552,18.506571,26.080788,20.630541,26.137451,77.873947,0.012126055,0.015710587
1406,1710.000122,4115,0,6579.000488,2813.482178,81.434441,95.233727,74.493645,90.226746,24.639925,17.766556,22.510605,16.059277,23.567007,22.716568,16.338652,7.5171,14.754601,7.548522,5.145863,32.0951,11.385037,23.427094,18.104683,24.805883,20.064146,24.937418,76.366486,0.01152393,0.0145801
1407,1681.000122,4944.000488,2154.99939,9898,2787.769775,59.92255,55.329662,66.4533,88.272743,26.525917,18.303822,26.954397,30.414728,25.331297,24.910233,16.940617,12.663609,18.341845,1.472878,5.556423,42.417999,12.838497,33.274895,31.931189,27.861609,17.652822,149.019165,83.449135,0.011664528,0.014546835
1408,1702.000122,4217,0,6666,2838.676514,81.641846,94.010895,78.430679,90.672569,24.751848,18.186295,22.951605,23.000475,23.419107,22.864868,16.761797,7.587364,15.212016,7.622351,5.244498,32.669819,11.84315,24.459837,18.331656,25.732714,20.411894,25.777239,77.374565,0.011897909,0.01547545
1409,1680,5350.000488,3641.999512,11790,2801.310303,58.682339,49.6656,67.987328,86.85511,29.405111,17.825047,29.438696,29.90032,27.092407,27.221197,16.535286,20.077719,20.127176,5.926065,5.733606,52.170013,14.425224,37.396786,39.263412,18.435774,18.314997,85.336327,88.822853,0.011127298,0.017690627
1410,1679,5227,2294,10318,2874.245117,54.946362,45.922665,60.297489,86.361092,28.924425,19.724442,29.201746,35.471916,26.631247,27.363855,18.450893,13.442634,19.531857,1.594114,5.759727,45.917187,14.670939,36.769756,34.742054,30.785791,20.003761,156.765671,88.099678,0.012486543,0.015200401
1411,1687.000122,4509,2998.999878,10313,2698.962646,73.218796,76.603462,72.316368,88.401398,25.096931,14.907674,24.132217,25.854933,24.378159,23.286604,13.557109,16.486212,16.543259,5.401163,5.216149,42.481014,11.818162,28.776299,30.567238,16.538778,17.232193,75.784828,79.3032,0.009377817,0.014544613
1412,1684.000122,4998,2175.999878,9976,2843.861084,58.964146,53.444019,66.234596,87.864845,26.872885,18.676441,27.419533,31.316269,25.767084,25.254087,17.309996,12.685819,18.425428,1.494409,5.584843,43.398636,13.048812,33.404411,32.082958,28.499062,18.467009,151.046753,84.467415,0.011889246,0.014804176
1413,0,0,0,39.000004,33.724667,85.179153,83.367256,80.587212,78.11599,22.499678,24.852644,21.626123,21.678192,24.454275,21.403038,23.983515,6.261837,8.210328,6.289233,8.256507,20.332766,22.67746,21.194845,22.106903,22.900267,22.685789,22.125647,21.973633,0.015507203,0.013847362
1414,1688.000122,5006,2173.000855,9985.000977,2872.455322,56.986584,48.735607,61.552216,86.842323,27.978991,19.028105,28.08494,33.728413,26.214041,26.53763,17.724823,12.732419,18.587118,1.499468,5.620123,43.040253,13.573555,34.2159,32.538284,29.324713,19.672672,153.372787,85.587708,0.012014445,0.014675182
1415,1690.000122,4423,2933.999878,10165,2711.572021,76.071144,84.510811,74.687721,88.822044,24.887085,14.795745,23.6772,24.668947,23.577772,23.057718,13.44296,16.014936,16.179482,5.370273,5.180539,41.399944,11.718209,27.614721,29.355066,17.488317,17.781923,75.150803,78.62191,0.009354323,0.014841642
